internship_id,Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Skills,Eligibility,Perks,Description,deadline_is_demo,domain,work_mode,internship_type
2026INT0137,2026-08-26 03:00:00,DevOps,TechBridge,Bengaluru,Immediately,"₹ 8,000 /month",3 Months,03 Nov' 25,"Jenkins, CI/CD, Linux, Docker, Kubernetes",Postgraduate,"Certificate, Letter Of Recommendation","This DevOps internship provides practical experience using Jenkins, CI/CD, Linux, Docker, Kubernetes.",True,Cloud Computing,Hybrid,Technical
2026INT0138,2026-08-27 06:00:00,Cloud Computing,InnovateX Labs,Noida,Within 30 days,"₹ 10,000 /month",4 Months,02 Oct' 25,"Kubernetes, Terraform, AWS, Azure, Docker",Undergraduate,"Certificate, Letter Of Recommendation","This Cloud Computing internship provides practical experience using Kubernetes, Terraform, AWS, Azure, Docker.",True,Cloud Computing,On-site,Technical
2026INT0139,2026-08-28 09:00:00,Cybersecurity,CyberGrid,Mumbai,Immediately,"₹ 12,000 /month",6 Months,25 Sep' 25,"Nmap, Wireshark, Python, Linux, Networking",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Cybersecurity internship provides practical experience using Nmap, Wireshark, Python, Linux, Networking.",True,Cyber Security,Hybrid,Technical
2026INT0140,2026-08-01 12:00:00,Android Development,TechNova Solutions,Hyderabad,Immediately,"₹ 5,000 /month",2 Months,04 Oct' 25,"Android SDK, Firebase, Kotlin, Java, Android Studio",Postgraduate,"Certificate, Letter Of Recommendation","This Android Development internship provides practical experience using Android SDK, Firebase, Kotlin, Java, Android Studio.",True,Software Development,On-site,Technical
2026INT0141,2026-08-02 15:00:00,iOS Development,DevSphere,Chennai,Within 30 days,"₹ 8,000 /month",3 Months,10 Aug' 25,"UIKit, Firebase, Swift, SwiftUI, Xcode",Undergraduate,"Certificate, Letter Of Recommendation","This iOS Development internship provides practical experience using UIKit, Firebase, Swift, SwiftUI, Xcode.",True,Software Development,On-site,Technical
2026INT0142,2026-08-03 18:00:00,Flutter Development,Visionary AI,Pune,Immediately,"₹ 10,000 /month",4 Months,19 Sep' 25,"REST API, Git, Dart, Flutter, Firebase",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Flutter Development internship provides practical experience using REST API, Git, Dart, Flutter, Firebase.",True,Software Development,On-site,Technical
2026INT0143,2026-08-04 21:00:00,React Native Development,CodeCraft Labs,Delhi,Immediately,"₹ 12,000 /month",6 Months,06 Sep' 25,"Firebase, REST API, JavaScript, TypeScript, React Native",Postgraduate,"Certificate, Letter Of Recommendation","This React Native Development internship provides practical experience using Firebase, REST API, JavaScript, TypeScript, React Native.",True,Web Development,Hybrid,Technical
2026INT0144,2026-08-05 00:00:00,Embedded Systems,PixelStack,Work from home,Within 30 days,"₹ 5,000 /month",2 Months,23 Aug' 25,"ESP32, STM32, C, C++, Arduino",Undergraduate,"Certificate, Letter Of Recommendation","This Embedded Systems internship provides practical experience using ESP32, STM32, C, C++, Arduino.",True,Software Development,Remote,Technical
2026INT0145,2026-08-06 03:00:00,IoT Development,QuantumSoft,Bengaluru,Immediately,"₹ 8,000 /month",3 Months,06 Oct' 25,"ESP32, MQTT, C, C++, Python",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This IoT Development internship provides practical experience using ESP32, MQTT, C, C++, Python.",True,Software Development,On-site,Technical
2026INT0146,2026-08-07 06:00:00,Robotics,NextGen Technologies,Noida,Immediately,"₹ 10,000 /month",4 Months,16 Nov' 25,"OpenCV, Arduino, C++, Python, ROS",Postgraduate,"Certificate, Letter Of Recommendation","This Robotics internship provides practical experience using OpenCV, Arduino, C++, Python, ROS.",True,Software Development,On-site,Technical
2026INT0147,2026-08-08 09:00:00,Game Development,Axiom Technologies,Mumbai,Within 30 days,"₹ 12,000 /month",6 Months,24 Nov' 25,"Unreal Engine, Game Physics, C++, C#, Unity",Undergraduate,"Certificate, Letter Of Recommendation","This Game Development internship provides practical experience using Unreal Engine, Game Physics, C++, C#, Unity.",True,Software Development,On-site,Technical
2026INT0148,2026-08-09 12:00:00,Blockchain Development,AppVerse,Hyderabad,Immediately,"₹ 5,000 /month",2 Months,22 Oct' 25,"Web3.js, Smart Contracts, Solidity, JavaScript, Ethereum",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Blockchain Development internship provides practical experience using Web3.js, Smart Contracts, Solidity, JavaScript, Ethereum.",True,Software Development,On-site,Technical
2026INT0149,2026-08-10 15:00:00,Software Testing,ByteWorks,Chennai,Immediately,"₹ 8,000 /month",3 Months,15 Sep' 25,"API Testing, Automation Testing, Selenium, Postman, PyTest",Postgraduate,"Certificate, Letter Of Recommendation","This Software Testing internship provides practical experience using API Testing, Automation Testing, Selenium, Postman, PyTest.",True,Software Development,On-site,Technical
2026INT0150,2026-08-11 18:00:00,Database Engineering,CoreTech Systems,Pune,Within 30 days,"₹ 10,000 /month",4 Months,16 Aug' 25,"MongoDB, Redis, SQL, MySQL, PostgreSQL",Undergraduate,"Certificate, Letter Of Recommendation","This Database Engineering internship provides practical experience using MongoDB, Redis, SQL, MySQL, PostgreSQL.",True,Data Science,On-site,Technical
2026INT0151,2026-08-12 21:00:00,VLSI Design,StackOrbit,Delhi,Immediately,"₹ 12,000 /month",6 Months,16 Sep' 25,"FPGA, RTL Design, Verilog, SystemVerilog, VHDL",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This VLSI Design internship provides practical experience using FPGA, RTL Design, Verilog, SystemVerilog, VHDL.",True,Software Development,Hybrid,Technical
2026INT0152,2026-08-13 00:00:00,System Programming,CloudMatrix,Work from home,Immediately,"₹ 5,000 /month",2 Months,27 Aug' 25,"Bash, Operating Systems, C, C++, Linux",Postgraduate,"Certificate, Letter Of Recommendation","This System Programming internship provides practical experience using Bash, Operating Systems, C, C++, Linux.",True,Software Development,Remote,Technical
2026INT0153,2026-08-14 03:00:00,Software Development,Nexora Labs,Bengaluru,Within 30 days,"₹ 8,000 /month",3 Months,06 Oct' 25,"OOP, Data Structures, C++, Java, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Software Development internship provides practical experience using OOP, Data Structures, C++, Java, Python.",True,Software Development,On-site,Technical
2026INT0154,2026-08-15 06:00:00,UI/UX Design,LogicLeaf,Noida,Immediately,"₹ 10,000 /month",4 Months,26 Oct' 25,"Wireframing, Prototyping, Figma, UI Design, UX Design",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This UI/UX Design internship provides practical experience using Wireframing, Prototyping, Figma, UI Design, UX Design.",True,UI / UX,On-site,Technical
2026INT0155,2026-08-16 09:00:00,CAD Design,DataForge,Mumbai,Immediately,"₹ 12,000 /month",6 Months,18 Dec' 25,"3D Modeling, CAD, AutoCAD, SolidWorks, CATIA",Postgraduate,"Certificate, Letter Of Recommendation","This CAD Design internship provides practical experience using 3D Modeling, CAD, AutoCAD, SolidWorks, CATIA.",True,Software Development,On-site,Technical
2026INT0156,2026-08-17 12:00:00,Frontend Developer,AlgoWorks,Hyderabad,Within 30 days,"₹ 5,000 /month",2 Months,24 Dec' 25,"React.js, TypeScript, HTML, CSS, JavaScript",Undergraduate,"Certificate, Letter Of Recommendation","This Frontend Developer internship provides practical experience using React.js, TypeScript, HTML, CSS, JavaScript.",True,Web Development,Hybrid,Technical
2026INT0157,2026-08-18 15:00:00,Backend Developer,TechBridge,Chennai,Immediately,"₹ 8,000 /month",3 Months,26 Nov' 25,"REST API, SQL, Python, Node.js, Express.js",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Backend Developer internship provides practical experience using REST API, SQL, Python, Node.js, Express.js.",True,Web Development,On-site,Technical
2026INT0158,2026-08-19 18:00:00,Full Stack Developer,InnovateX Labs,Pune,Immediately,"₹ 10,000 /month",4 Months,03 Sep' 25,"React.js, Node.js, HTML, CSS, JavaScript",Postgraduate,"Certificate, Letter Of Recommendation","This Full Stack Developer internship provides practical experience using React.js, Node.js, HTML, CSS, JavaScript.",True,Web Development,Hybrid,Technical
2026INT0159,2026-08-20 21:00:00,Machine Learning,CyberGrid,Delhi,Within 30 days,"₹ 12,000 /month",6 Months,01 Dec' 25,"Scikit-learn, Machine Learning, Python, NumPy, Pandas",Undergraduate,"Certificate, Letter Of Recommendation","This Machine Learning internship provides practical experience using Scikit-learn, Machine Learning, Python, NumPy, Pandas.",True,AI / Machine Learning,Hybrid,Technical
2026INT0160,2026-08-21 00:00:00,Data Science,TechNova Solutions,Work from home,Immediately,"₹ 5,000 /month",2 Months,01 Nov' 25,"Scikit-learn, Statistics, Python, Pandas, NumPy",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Data Science internship provides practical experience using Scikit-learn, Statistics, Python, Pandas, NumPy.",True,Data Science,Remote,Technical
2026INT0161,2026-08-22 03:00:00,Data Analytics,DevSphere,Bengaluru,Immediately,"₹ 8,000 /month",3 Months,14 Nov' 25,"Power BI, Statistics, Python, SQL, Pandas",Postgraduate,"Certificate, Letter Of Recommendation","This Data Analytics internship provides practical experience using Power BI, Statistics, Python, SQL, Pandas.",True,Data Science,On-site,Technical
2026INT0162,2026-08-23 06:00:00,Artificial Intelligence,Visionary AI,Noida,Within 30 days,"₹ 10,000 /month",4 Months,26 Sep' 25,"NLP, Python, PyTorch, TensorFlow, Deep Learning",Undergraduate,"Certificate, Letter Of Recommendation","This Artificial Intelligence internship provides practical experience using NLP, Python, PyTorch, TensorFlow, Deep Learning.",True,AI / Machine Learning,Hybrid,Technical
2026INT0163,2026-08-24 09:00:00,Generative AI,CodeCraft Labs,Mumbai,Immediately,"₹ 12,000 /month",6 Months,13 Oct' 25,"Hugging Face, Python, LLM, RAG, Embeddings",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Generative AI internship provides practical experience using Hugging Face, Python, LLM, RAG, Embeddings.",True,AI / Machine Learning,On-site,Technical
2026INT0164,2026-08-25 12:00:00,NLP,PixelStack,Hyderabad,Immediately,"₹ 5,000 /month",2 Months,13 Sep' 25,"BERT, Python, NLP, Transformers, Hugging Face",Postgraduate,"Certificate, Letter Of Recommendation","This NLP internship provides practical experience using BERT, Python, NLP, Transformers, Hugging Face.",True,AI / Machine Learning,On-site,Technical
2026INT0165,2026-08-26 15:00:00,Computer Vision,QuantumSoft,Chennai,Within 30 days,"₹ 8,000 /month",3 Months,12 Oct' 25,"CNN, Python, OpenCV, PyTorch, YOLO",Undergraduate,"Certificate, Letter Of Recommendation","This Computer Vision internship provides practical experience using CNN, Python, OpenCV, PyTorch, YOLO.",True,AI / Machine Learning,On-site,Technical
2026INT0166,2026-08-27 18:00:00,Deep Learning,NextGen Technologies,Pune,Immediately,"₹ 10,000 /month",4 Months,17 Oct' 25,"Transformers, Python, PyTorch, TensorFlow, CNN",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Deep Learning internship provides practical experience using Transformers, Python, PyTorch, TensorFlow, CNN.",True,AI / Machine Learning,On-site,Technical
2026INT0167,2026-08-28 21:00:00,Data Engineering,Axiom Technologies,Delhi,Immediately,"₹ 12,000 /month",6 Months,12 Oct' 25,"Airflow, Python, SQL, Apache Spark, Kafka",Postgraduate,"Certificate, Letter Of Recommendation","This Data Engineering internship provides practical experience using Airflow, Python, SQL, Apache Spark, Kafka.",True,Data Science,Hybrid,Technical
2026INT0168,2026-08-01 00:00:00,DevOps,AppVerse,Work from home,Within 30 days,"₹ 5,000 /month",2 Months,07 Oct' 25,"CI/CD, Linux, Docker, Kubernetes, Jenkins",Undergraduate,"Certificate, Letter Of Recommendation","This DevOps internship provides practical experience using CI/CD, Linux, Docker, Kubernetes, Jenkins.",True,Cloud Computing,Remote,Technical
2026INT0169,2026-08-02 03:00:00,Cloud Computing,ByteWorks,Bengaluru,Immediately,"₹ 8,000 /month",3 Months,22 Dec' 25,"Terraform, AWS, Azure, Docker, Kubernetes",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Cloud Computing internship provides practical experience using Terraform, AWS, Azure, Docker, Kubernetes.",True,Cloud Computing,On-site,Technical
2026INT0170,2026-08-03 06:00:00,Cybersecurity,CoreTech Systems,Noida,Immediately,"₹ 10,000 /month",4 Months,30 Oct' 25,"Wireshark, Python, Linux, Networking, Nmap",Postgraduate,"Certificate, Letter Of Recommendation","This Cybersecurity internship provides practical experience using Wireshark, Python, Linux, Networking, Nmap.",True,Cyber Security,Hybrid,Technical
2025WSHP0057,2025-09-27 21:43:34,Business Development (Sales),Cars24 Services Private Limited,Gurgaon,Immediately,"₹ 14,500 - 23,000 /month",6 Months,15 Oct' 25,"B2B Sales, Field Sales, Lead Generation",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Business Development (Sales) internship is focused on sales and business development, with work aligned to B2B Sales, Field Sales, and Lead Generation. The role is based in Gurgaon and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months.",,,Hybrid,Non-Technical
2025WSHP0004,2025-09-27 20:18:58,Digital Marketing,Brand Scale-Up Inc,Bangalore,Immediately,"₹ 15,000 - 20,000 /month",6 Months,26 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), Google Sheets, Mathematics, MS-Excel, Statistical Modeling, Statistics",Undergraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Digital Marketing internship is focused on software and technology, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Google Sheets, Mathematics, MS-Excel, and Statistical Modeling. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months.",,,On-site,Non-Technical
2025WSHP0009,2025-09-27 21:36:21,Human Resources (HR),Kenovate Solutions,Delhi,Immediately,"₹ 5,000 - 5,001 /month",3 Months,12 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), Human Resources, MS-Excel, MS-Office, Recruitment, Resume screening",Postgraduate,Certificate,"This Human Resources (HR) internship is focused on human resources and recruitment, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Human Resources, MS-Excel, MS-Office, and Recruitment. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Non-Technical
2025WSHP0110,2025-09-27 20:27:43,Content and Social Media Marketing,Serene Homes,Bangalore,Immediately,"₹ 10,000 - 1,10,000 /month",3 Months,16 Oct' 25,"Content Marketing, Digital Marketing, Sales, Social Media Marketing",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Content and Social Media Marketing internship is focused on marketing and growth, with work aligned to Content Marketing, Digital Marketing, Sales, and Social Media Marketing. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Non-Technical
2025WSHP0034,2025-09-27 22:23:26,Social Media Marketing,Echo Booom,Mumbai,Immediately,"₹ 2,000 - 15,000 /month",6 Months,25 Oct' 25,"Content Management, Digital Marketing, Search Engine Optimization (SEO), Social Media Marketing",Undergraduate,"Certificate, Letter Of Recommendation, Mentorship","This Social Media Marketing internship is focused on marketing and growth, with work aligned to Content Management, Digital Marketing, Search Engine Optimization (SEO), and Social Media Marketing. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months.",,,On-site,Non-Technical
2025WSHP0003,2025-09-27 21:29:43,Video Editing/Making,Truevisory Realty Private Limited,Noida,Immediately,"₹ 6,000 - 8,000 /month",3 Months,15 Oct' 25,"Social Media Marketing, Video Editing, Video Making",Postgraduate,"Certificate, Flexible","This Video Editing/Making internship is focused on software and technology, with work aligned to Social Media Marketing, Video Editing, and Video Making. The role is based in Noida and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Non-Technical
2025WSHP0001,2025-09-27 20:41:17,Marketing,Arbhu Enterprises Private Limited,Bangalore,Immediately,"₹ 15,000 - 25,000 /month",3 Months,2 Oct' 25,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Office, Social Media Marketing",Postgraduate & Undergraduate,Not Available,"This Marketing internship is focused on marketing and growth, with work aligned to Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Office, and Social Media Marketing. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Non-Technical
2025WSHP0146,2025-09-27 22:46:56,Sales and Marketing,Namastu Enterprises,Mumbai,Immediately,"₹ 15,000 - 20,000 /month",6 Months,17 Oct' 25,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written)",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, Mentorship","This Sales and Marketing internship is focused on marketing and growth, with work aligned to Effective Communication, English Proficiency (Spoken), and English Proficiency (Written). The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months.",,,Hybrid,Non-Technical
2025WSHP0021,2025-09-27 23:03:58,Content Writing,Houzeo,Thane,Immediately,"₹ 10,000 - 12,000 /month",3 Months,3 Oct' 25,"Blogging, Creative Writing, English Proficiency (Written), Written Communication",Undergraduate,"Certificate, Flexible","This Content Writing internship is focused on software and technology, with work aligned to Blogging, Creative Writing, English Proficiency (Written), and Written Communication. The role is based in Thane and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months.",,,On-site,Non-Technical
2025WSHP0073,2025-09-27 23:18:52,Operations,Tisteps Private Limited,Chennai,Immediately,"₹ 10,000 - 1,50,000 /month",3 Months,23 Oct' 25,"Analytical Thinking, Data Extraction, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Problem Solving",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Operations internship is focused on operations and supply chain, with work aligned to Analytical Thinking, Data Extraction, MS-Excel, MS-Office, MS-PowerPoint, and MS-Word. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months.",,,On-site,Non-Technical
2025WSHP0048,2025-09-27 21:05:17,Search Engine Optimization (SEO),The Monsha's,Delhi,Immediately,"₹ 3,000 - 8,000 /month",6 Months,25 Oct' 25,Search Engine Optimization (SEO),Undergraduate,"Certificate, Letter Of Recommendation","This Search Engine Optimization (SEO) internship is focused on marketing and growth, with work aligned to Search Engine Optimization (SEO). The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months.",,,On-site,Non-Technical
2025WSHP0007,2025-09-27 21:44:44,Telecalling,Raja Tyagi,Greater Noida,Immediately,"₹ 5,000 - 8,000 /month",3 Months,9 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written)",Postgraduate & Undergraduate,"Certificate, Flexible","This Telecalling internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken) and English Proficiency (Written). The role is based in Greater Noida and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Non-Technical
2025WSHP0012,2025-09-27 22:17:57,Field Sales,Swayam Infinty Private Limited,Hyderabad,Immediately,"₹ 12,000 - 25,000 /month",2 Months,8 Oct' 25,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Telugu Proficiency (Spoken)",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Field Sales internship is focused on sales and business development, with work aligned to Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), and Telugu Proficiency (Spoken). The role is based in Hyderabad and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months.",,,On-site,Non-Technical
2025WSHP0156,2025-09-27 22:19:45,Inside Sales,Swipe,Hyderabad,Immediately,"₹ 15,000 - 20,000 /month",2 Months,Not Available,"Effective Communication, Interpersonal skills, Negotiations, Sales",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Inside Sales internship is focused on sales and business development, with work aligned to Effective Communication, Interpersonal skills, Negotiations, and Sales. The role is based in Hyderabad and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months.",,,Hybrid,Non-Technical
2025WSHP0147,2025-09-21 15:28:32,Law/Legal,Amanat Foundation,Work from home,Immediately,Unpaid,3 Months,10 Oct' 25,"Legal Drafting, Legal Research, Legal Writing, Statutory compliances",Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Law/Legal internship is focused on legal work, with work aligned to Legal Drafting, Legal Research, Legal Writing, and Statutory compliances. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Remote,Non-Technical
2025WSHP0130,2025-09-21 15:16:48,Campus Ambassador,Edculcate India Private Limited,Work from home,Immediately,Not Available,2 Months,15 Oct' 25,"Community Management, Digital Marketing, Effective Communication, Event Management, Interpersonal skills, Social Media Marketing",Postgraduate & Undergraduate,"Certificate, Flexible","This Campus Ambassador internship is focused on professional work in the listed internship domain, with work aligned to Community Management, Digital Marketing, Effective Communication, Event Management, Interpersonal skills, and Social Media Marketing. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months.",,,Remote,Non-Technical
2025WSHP0077,2025-09-27 22:52:02,sales,Moonstone Hammock,Thane,Immediately,"₹ 10,000 - 15,000 /month",3 Months,12 Oct' 25,Client Relationship Management (CRM),Undergraduate,Not Available,"This sales internship is focused on sales and business development, with work aligned to Client Relationship Management (CRM). The role is based in Thane and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months.",,,On-site,Non-Technical
2025WSHP0022,2025-09-27 22:25:20,Customer Service/Customer Support,Vamaship,Thane,Immediately,"₹ 10,000 - 10,001 /month",6 Months,27 Oct' 25,"E-commerce, Effective Communication, Interpersonal skills, Key Account Management, Logistics Management, MS-Excel",Postgraduate,Letter Of Recommendation,"This Customer Service/Customer Support internship is focused on customer-facing and support work, with work aligned to E-commerce, Effective Communication, Interpersonal skills, Key Account Management, Logistics Management, and MS-Excel. The role is based in Thane and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months.",,,On-site,Non-Technical
2025WSHP0358,2025-09-21 15:28:37,Corporate Sales,BOXIFIED Enterprises,Work from home,Immediately,"₹ 12,000 - 22,000 /month",3 Months,10 Oct' 25,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",Postgraduate & Undergraduate,"Certificate, Flexible","This Corporate Sales internship is focused on sales and business development, with work aligned to Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, and MS-Office. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Remote,Non-Technical
2025WSHP0123,2025-09-21 14:52:57,Recruitment,Bajrangi Welfare Federation,Work from home,Immediately,Unpaid,4 Months,19 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Recruitment internship is focused on software and technology, with work aligned to English Proficiency (Spoken), English Proficiency (Written), MS-Excel, and MS-Office. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 4 Months.",,,Remote,Non-Technical
2025WSHP0076,2025-09-27 21:09:20,Event Management,Aawas Yojana,Dehradun,Immediately,"₹ 10,000 - 31,000 /month",6 Months,31 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written)",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Event Management internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken) and English Proficiency (Written). The role is based in Dehradun and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months.",,,Hybrid,Non-Technical
2025WSHP0052,2025-09-27 23:07:10,Influencer Marketing,Kinetic Management,Mumbai,Immediately,"₹ 5,000 - 12,000 /month",6 Months,1 Oct' 25,"Effective Communication, MS-Excel, MS-PowerPoint, Presentation skills, Research and Analytics",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Influencer Marketing internship is focused on marketing and growth, with work aligned to Effective Communication, MS-Excel, MS-PowerPoint, Presentation skills, and Research and Analytics. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months.",,,On-site,Non-Technical
2025WSHP0306,2025-09-27 21:23:51,Talent Acquisition,Zypp Electric,Gurgaon,Immediately,"₹ 10,000 - 12,000 /month",4 Months,17 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Undergraduate,"Certificate, 5 Days A Week","This Talent Acquisition internship is focused on software and technology, with work aligned to English Proficiency (Spoken), English Proficiency (Written), and MS-Excel. The role is based in Gurgaon and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 4 Months.",,,Hybrid,Non-Technical
2025WSHP0771,2025-09-27 21:04:06,Data Entry,Essential Services Outsource,Delhi,Immediately,"₹ 5,000 - 8,000 /month",6 Months,25 Oct' 25,"Content Editing, E-commerce, MS-Excel, Photography",Postgraduate & Undergraduate,Letter Of Recommendation,"This Data Entry internship is focused on data and analytics, with work aligned to Content Editing, E-commerce, MS-Excel, and Photography. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months.",,,Hybrid,Non-Technical
2025WSHP0222,2025-09-21 16:00:29,Lead Generation,Get Structured Consulting Services OPC Private Limited,Work from home,Immediately,"₹ 8,000 - 10,000 /month",4 Months,Not Available,"Business Management, Business Research, Content Marketing, Email Marketing, Market Analysis, Marketing Campaigns, Marketing Strategy",Postgraduate,"Certificate, 5 Days A Week","This Lead Generation internship is focused on professional work in the listed internship domain, with work aligned to Business Management, Business Research, Content Marketing, Email Marketing, Market Analysis, and Marketing Campaigns. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 4 Months.",,,Remote,Non-Technical
2025WSHP0603,2025-09-27 22:39:04,Media & Public Relations (PR),Veritas Reputation PR Private Limited,Mumbai,Immediately,"₹ 5,000 - 10,000 /month",2 Months,22 Oct' 25,"Content Writing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Public Relations, Social Media Marketing",Postgraduate,"Certificate, 5 Days A Week","This Media & Public Relations (PR) internship is focused on professional work in the listed internship domain, with work aligned to Content Writing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, and Public Relations. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months.",,,On-site,Non-Technical
2025WSHP0202,2025-09-27 21:47:17,Market Research,Suspol Technologies Private Limited,Greater Noida,Immediately,"₹ 7,000 - 10,000 /month",3 Months,8 Oct' 25,"Canva, English Proficiency (Spoken), English Proficiency (Written), MS-Office",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Market Research internship is focused on research and analytical work, with work aligned to Canva, English Proficiency (Spoken), English Proficiency (Written), and MS-Office. The role is based in Greater Noida and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months.",,,On-site,Research
