internship_id,Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Skills,Eligibility,Perks,Description
2025WSHP0973,2025-09-27 23:05:37,Graphic Designer,Quantic Business Media Private Limited,Mumbai,Immediately,"₹ 8,000 - 10,000 /month",6 Months,2 Oct' 25,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Graphic Design, Video Editing",Undergraduate,"Certificate, 5 Days A Week","This Graphic Designer internship is focused on design and creative work, with work aligned to Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Graphic Design, and Video Editing. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0266,2025-09-27 22:49:37,PHP Development,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 45,000 /month",6 Months,5 Nov' 25,"AJAX, CodeIgniter, HTML, JavaScript, jQuery, Laravel, MySQL, PHP",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This PHP Development internship is focused on professional work in the listed internship domain, with work aligned to AJAX, CodeIgniter, HTML, JavaScript, jQuery, and Laravel. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0515,2025-09-28 09:59:24,Accounting,Urbanroof,Pune,Immediately,"₹ 8,000 - 10,000 /month",3 Months,9 Oct' 25,Accounting,Postgraduate,"Certificate, Letter Of Recommendation","This Accounting internship is focused on finance and accounting, with work aligned to Accounting. The role is based in Pune and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1286,2025-09-21 16:10:11,Mobile App Development,Emoolar Technology Private Limited,Work from home,Immediately,"₹ 5,000 - 5,500 /month",3 Months,Not Available,"Android, Firebase, Java",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Mobile App Development internship is focused on software and technology, with work aligned to Android, Firebase, and Java. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1456,2025-09-21 15:56:55,Quality Analyst,7 Virtual Assistant Services,Work from home,Immediately,"₹ 7,000 /month",2 Months,1 Oct' 25,Quality Assurance/Quality Control (QA/QC),Postgraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Quality Analyst internship is focused on software and technology, with work aligned to Quality Assurance/Quality Control (QA/QC). The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP2975,2025-09-27 21:32:24,Executive Assistant,Critical Care Unified,Noida,Immediately,"₹ 10,000 - 15,000 /month",3 Months,15 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), Market Analysis, Market research, MS-Excel, MS-Office, MS-PowerPoint, MS-Word",Postgraduate & Undergraduate,Certificate,"This Executive Assistant internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Market Analysis, Market research, MS-Excel, and MS-Office. The role is based in Noida and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP2856,2025-09-21 15:47:45,Volunteering,Pawzz,Work from home,Immediately,"₹ 1,500 - 15,000 /month",2 Weeks,4 Oct' 25,"Business Analysis, Business Research, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Instagram Marketing, Marketing",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Volunteering internship is focused on professional work in the listed internship domain, with work aligned to Business Analysis, Business Research, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), and Hindi Proficiency (Spoken). The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Weeks."
2025WSHP1971,2025-09-27 22:36:56,Journalism,Sardaar Ji,Mumbai,Immediately,"₹ 3,000 - 5,000 /month",3 Months,24 Oct' 25,"Creative Writing, English Proficiency (Written), Hindi Proficiency (Spoken), Report Writing, Video Editing",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Journalism internship is focused on professional work in the listed internship domain, with work aligned to Creative Writing, English Proficiency (Written), Hindi Proficiency (Spoken), Report Writing, and Video Editing. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1610,2025-09-27 22:50:03,Cinematography,Naman Khanna,Mumbai,Immediately,"₹ 5,000 /month",3 Months,15 Oct' 25,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, AI Video Generation, Color Grading, Content Editing, Generative AI Tools, Photography",Postgraduate,Flexible,"This Cinematography internship is focused on professional work in the listed internship domain, with work aligned to Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, AI Video Generation, Color Grading, and Content Editing. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0284,2025-09-28 10:02:11,Psychology,Gurukool,Pune,Immediately,"₹ 10,001 - 12,001 /month",6 Months,2 Oct' 25,"English Proficiency (Spoken), MS-Office, Psychology",Postgraduate,"Certificate, Letter Of Recommendation","This Psychology internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken), MS-Office, and Psychology. The role is based in Pune and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0243,2025-09-21 14:50:07,Social Entrepreneurship,NayePankh Foundation,Work from home,Immediately,"₹ 1,500 - 10,000 lump sum",1 Month,19 Oct' 25,Effective Communication,Postgraduate,"Certificate, Letter Of Recommendation","This Social Entrepreneurship internship is focused on professional work in the listed internship domain, with work aligned to Effective Communication. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP0037,2025-09-27 23:12:03,Accounting & Tally,Evavo Wellness & Solutions LLP,Mumbai,Immediately,"₹ 8,000 - 15,000 /month",6 Months,Not Available,"MS-Excel, Tally",Postgraduate,"Certificate, Letter Of Recommendation","This Accounting & Tally internship is focused on finance and accounting, with work aligned to MS-Excel and Tally. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0098,2025-09-27 21:05:26,Educational Consultant,Strengths Masters,Noida,Immediately,"₹ 15,000 - 19,000 /month",6 Months,25 Oct' 25,"Effective Communication, English Proficiency (Spoken), Hindi Proficiency (Spoken)",Postgraduate,"Certificate, Letter Of Recommendation","This Educational Consultant internship is focused on professional work in the listed internship domain, with work aligned to Effective Communication, English Proficiency (Spoken), and Hindi Proficiency (Spoken). The role is based in Noida and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1270,2025-09-27 21:03:57,Wealth Management,Bondbazaar,Delhi,Immediately,"₹ 5,000 - 12,500 /month",2 Months,25 Oct' 25,"Effective Communication, Time Management",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Wealth Management internship is focused on professional work in the listed internship domain, with work aligned to Effective Communication and Time Management. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP1178,2025-09-21 15:33:29,Social Work,Pawzz,Work from home,Immediately,"₹ 1,500 - 15,000 /month",4 Weeks,9 Oct' 25,"Advanced Excel, Business Analysis, Client Relationship, Content Marketing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Market Analysis",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Social Work internship is focused on professional work in the listed internship domain, with work aligned to Advanced Excel, Business Analysis, Client Relationship, Content Marketing, Effective Communication, and English Proficiency (Spoken). The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 4 Weeks."
2025WSHP1691,2025-09-27 22:13:11,Logistics And Operations,Tongue Tickle Foods Private Limited,Hyderabad,Immediately,"₹ 10,000 - 15,000 /month",4 Months,19 Oct' 25,"Logistics Management, Operations",Postgraduate,"Certificate, Letter Of Recommendation","This Logistics And Operations internship is focused on operations and supply chain, with work aligned to Logistics Management and Operations. The role is based in Hyderabad and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 4 Months."
2025WSHP0407,2025-09-21 15:24:53,Product Design,Basenine,Work from home,Immediately,"₹ 22,000 - 35,000 /month",3 Months,11 Oct' 25,"Adobe Creative Suite, Design Thinking, Figma, Graphic Design, UI & UX Design, Web Design",Postgraduate,"Flexible, Letter Of Recommendation, 5 Days A Week","This Product Design internship is focused on design and creative work, with work aligned to Adobe Creative Suite, Design Thinking, Figma, Graphic Design, UI & UX Design, and Web Design. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0471,2025-09-21 14:49:07,Customer Acquisition,Rural Development Society,Work from home,Immediately,"₹ 1,000 - 3,500 /month",2 Weeks,19 Oct' 25,"British English, Business Research, Client Relationship, MS-Office, MS-Word",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Customer Acquisition internship is focused on software and technology, with work aligned to British English, Business Research, Client Relationship, MS-Office, and MS-Word. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Weeks."
2025WSHP1679,2025-09-27 21:29:55,JavaScript Development,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 40,000 /month",6 Months,5 Nov' 25,"CSS, HTML, JavaScript, jQuery, Node.js, React, React Native, Redux",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This JavaScript Development internship is focused on software and technology, with work aligned to CSS, HTML, JavaScript, jQuery, Node.js, and React. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0169,2025-09-27 20:22:41,Experience Partners (Sales),Cars24 Services Private Limited,Chennai,Immediately,"₹ 10,000 - 20,000 /month",3 Months,22 Oct' 25,"Client Interaction, Effective Communication, Presentation skills, Problem Solving, Sales",Undergraduate,"Certificate, Letter Of Recommendation","This Experience Partners (Sales) internship is focused on sales and business development, with work aligned to Client Interaction, Effective Communication, Presentation skills, Problem Solving, and Sales. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1073,2025-09-27 20:28:00,Associate Consultant,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 35,000 /month",6 Months,6 Nov' 25,"Business Research, Consulting, MS-Excel, MS-Office, Power BI",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Associate Consultant internship is focused on professional work in the listed internship domain, with work aligned to Business Research, Consulting, MS-Excel, MS-Office, and Power BI. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0805,2025-09-27 23:16:40,CAD Design,Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,5 Nov' 25,"AutoCAD, Autodesk 3ds Max, Autodesk Fusion 360, SolidWorks",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This CAD Design internship is focused on design and creative work, with work aligned to AutoCAD, Autodesk 3ds Max, Autodesk Fusion 360, and SolidWorks. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1897,2025-09-27 21:11:54,HR,Signature Sattva Infratech Pvt Ltd,Delhi,Immediately,"₹ 10,000 - 15,000 /month",6 Months,22 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), HR Operations, Human Resource Information System (HRIS), MS-Excel, Recruitment, Statutory compliances",Postgraduate,"Certificate, Letter Of Recommendation","This HR internship is focused on human resources and recruitment, with work aligned to English Proficiency (Spoken), English Proficiency (Written), HR Operations, Human Resource Information System (HRIS), MS-Excel, and Recruitment. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP2213,2025-09-21 15:03:50,Facebook Marketing,Deepti  Gupta,Work from home,Immediately,"₹ 2,000 - 2,200 /month",2 Months,17 Oct' 25,Facebook Ads,Postgraduate,Flexible,"This Facebook Marketing internship is focused on marketing and growth, with work aligned to Facebook Ads. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0474,2025-09-21 16:16:55,Creative Writing,NatureZtarot,Work from home,Immediately,"₹ 1,550 - 2,200 /month",2 Months,10 Oct' 25,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Research and Analytics",Postgraduate & Undergraduate,"Flexible, Letter Of Recommendation, 5 Days A Week","This Creative Writing internship is focused on software and technology, with work aligned to Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), and Research and Analytics. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0509,2025-09-27 20:53:56,Dietetics/Nutrition,Ayurveda House Private Limited,Delhi,Immediately,"₹ 8,000 - 10,000 /month",3 Months,16 Oct' 25,"Dietetics/Nutrition, English Proficiency (Spoken), MS-Excel",Postgraduate & Undergraduate,Certificate,"This Dietetics/Nutrition internship is focused on software and technology, with work aligned to Dietetics/Nutrition, English Proficiency (Spoken), and MS-Excel. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0014,2025-09-27 21:08:14,E-commerce Executive,SONU KUMAR KARN,Delhi,Immediately,"₹ 4,500 - 5,501 /month",1 Month,24 Oct' 25,"Image Editing, Product Development",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This E-commerce Executive internship is focused on professional work in the listed internship domain, with work aligned to Image Editing and Product Development. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP0090,2025-09-27 22:10:53,Partnerships & Outreach,Caarya,Bhubaneswar,Immediately,"₹ 8,000 - 15,000 /month",2 Months,22 Oct' 25,"Client Relationship Management (CRM), Cold Calling, Effective Communication, Email Marketing, English Proficiency (Spoken), Google Sheets, Hindi Proficiency (Spoken), Interpersonal skills",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, Mentorship","This Partnerships & Outreach internship is focused on professional work in the listed internship domain, with work aligned to Client Relationship Management (CRM), Cold Calling, Effective Communication, Email Marketing, English Proficiency (Spoken), and Google Sheets. The role is based in Bhubaneswar and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0096,2025-09-21 14:40:38,E-Commerce Listing,Dhabriya Polywood Limited,Jaipur,Immediately,"₹ 3,000 - 5,000 /month",2 Months,15 Oct' 25,"Analytical Thinking, Artificial intelligence, Creative Writing, Digital Marketing, E-commerce, English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Postgraduate,Certificate,"This E-Commerce Listing internship is focused on professional work in the listed internship domain, with work aligned to Analytical Thinking, Artificial intelligence, Creative Writing, Digital Marketing, E-commerce, and English Proficiency (Spoken). The role is based in Jaipur and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0643,2025-09-27 23:17:16,Supply Chain Management (SCM),Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,31 Oct' 25,"MS-Excel, MS-Office, MS-PowerPoint, MS-Word",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Supply Chain Management (SCM) internship is focused on operations and supply chain, with work aligned to MS-Excel, MS-Office, MS-PowerPoint, and MS-Word. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0281,2025-09-21 14:57:01,Social Media Manager,Jarurat Care,Work from home,Immediately,Unpaid,4 Months,18 Oct' 25,"Creativity, Digital Advertising, Digital Design, Generative AI Tools, Strategy",Postgraduate & Undergraduate,"Certificate, Flexible, Mentorship","This Social Media Manager internship is focused on marketing and growth, with work aligned to Creativity, Digital Advertising, Digital Design, Generative AI Tools, and Strategy. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 4 Months."
2025WSHP0050,2025-09-21 15:27:36,E-Commerce Sales,KoteModa Lifestyle Private Limited,Work from home,Immediately,"₹ 6,000 - 13,000 /month",3 Months,10 Oct' 25,"Effective Communication, Negotiations, Sales, Strategy",Undergraduate,"Certificate, Flexible","This E-Commerce Sales internship is focused on sales and business development, with work aligned to Effective Communication, Negotiations, Sales, and Strategy. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1745,2025-09-27 22:07:34,Travel & Tourism,Francesco Immigration And Abroad Services,Jalandhar,Immediately,"₹ 5,000 - 11,000 /month",3 weeks ago,8 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), Holiday Package Design, Travel Itinerary Making, Travel Management",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Travel & Tourism internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Holiday Package Design, Travel Itinerary Making, and Travel Management. The role is based in Jalandhar and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 weeks ago."
2025WSHP0983,2025-09-21 15:55:47,Visual Design,Lief,Work from home,Immediately,"₹ 25,000 /month",3 Months,11 Oct' 25,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Canva, UI & UX Design, Video Editing",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Visual Design internship is focused on design and creative work, with work aligned to Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Canva, and UI & UX Design. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP2351,2025-09-21 15:39:17,Business Consultant,Pawzz,Work from home,Immediately,"₹ 1,500 - 15,000 /month",3 Weeks,8 Oct' 25,"Business Analysis, Business Research, Client Interaction, Client Relationship, Data Analysis, Effective Communication, English Proficiency (Spoken), Marketing Campaigns",Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Business Consultant internship is focused on professional work in the listed internship domain, with work aligned to Business Analysis, Business Research, Client Interaction, Client Relationship, Data Analysis, and Effective Communication. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Weeks."
2025WSHP0549,2025-09-27 20:31:30,Construction Site Engineering,Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,5 Nov' 25,"AutoCAD, Autodesk 123D design, Construction Management, Layout Design",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Construction Site Engineering internship is focused on software and technology, with work aligned to AutoCAD, Autodesk 123D design, Construction Management, and Layout Design. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1273,2025-09-27 21:59:14,Client Acquisition,Naitryon,Delhi,Immediately,"₹ 20,000 - 65,000 /month",4 Months,1 Oct' 25,"Business Development, Community Management, Creative Thinking, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Lead Generation, Marketing Strategies",Undergraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Client Acquisition internship is focused on software and technology, with work aligned to Business Development, Community Management, Creative Thinking, English Proficiency (Spoken), English Proficiency (Written), and Hindi Proficiency (Spoken). The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 4 Months."
2025WSHP1237,2025-09-21 16:18:51,Equity Analyst,Millennium Money Finance,Work from home,Immediately,"₹ 5,000 /month",1 Month,2 Oct' 25,"Advanced Excel, Effective Communication, Equity Research, MS-PowerPoint",Postgraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Equity Analyst internship is focused on software and technology, with work aligned to Advanced Excel, Effective Communication, Equity Research, and MS-PowerPoint. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP2520,2025-09-27 22:39:34,Frontend Developer,Primetrade.ai,Chennai,Immediately,"₹ 20,000 /month",6 Months,22 Oct' 25,"Backend development, Frontend development, Python",Undergraduate,Certificate,"This Frontend Developer internship is focused on software and technology, with work aligned to Backend development, Frontend development, and Python. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0380,2025-09-27 22:02:35,Sales Executive,Venue,Faridabad,Immediately,"₹ 5,500 - 11,000 /month",6 Months,Not Available,"Effective Communication, English Proficiency (Spoken), Interpersonal skills",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Sales Executive internship is focused on sales and business development, with work aligned to Effective Communication, English Proficiency (Spoken), and Interpersonal skills. The role is based in Faridabad and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP2348,2025-09-21 15:37:07,Big Data,NDFM Business World Pvt. Ltd.,Work from home,2. can start the work from home job/internship between 1st Dec'25 and 31st Dec'25,"₹ 1,000 - 2,000 /month",1 week ago,1 Dec - 31 Dec' 25,"Big Data Analytics, BigQuery, Data Analysis, Data Cleaning, Python, SQL",Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Big Data internship is focused on data and analytics, with work aligned to Big Data Analytics, BigQuery, Data Analysis, Data Cleaning, Python, and SQL. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start 2. can start the work from home job/internship between 1st Dec'25 and 31st Dec'25 and run for 1 week ago."
2025WSHP0769,2025-09-27 21:11:47,Research & Insights,Caarya,Chennai,Immediately,"₹ 7,000 - 15,000 /month",2 Months,22 Oct' 25,"Attention to Detail, Email Management, Google Sheets, Lead Generation, MS-Excel, Research and Analytics, Sales Strategy",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Research & Insights internship is focused on research and analytical work, with work aligned to Attention to Detail, Email Management, Google Sheets, Lead Generation, MS-Excel, and Research and Analytics. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP1506,2025-09-27 21:35:02,Business Strategy,Property Spotters,Gurgaon,Immediately,"₹ 10,000 - 12,000 /month",2 Months,13 Oct' 25,"Data Analysis, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-PowerPoint, Research and Analytics, Strategy",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Business Strategy internship is focused on professional work in the listed internship domain, with work aligned to Data Analysis, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-PowerPoint, and Research and Analytics. The role is based in Gurgaon and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP1748,2025-09-27 22:54:21,Chartered Accountancy (CA),Bizlem Private Limited,Navi Mumbai,Immediately,"₹ 7,000 - 7,500 /month",6 Months,11 Oct' 25,"Accounting, MS-Excel, MS-Office, MS-Word, Tally",Undergraduate,Not Available,"This Chartered Accountancy (CA) internship is focused on professional work in the listed internship domain, with work aligned to Accounting, MS-Excel, MS-Office, MS-Word, and Tally. The role is based in Navi Mumbai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0280,2025-09-27 22:51:38,Design,Microtex Processors Private Limited,Delhi,Immediately,"₹ 7,000 - 25,000 /month",2 Months,13 Oct' 25,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Fashion Designing",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Design internship is focused on design and creative work, with work aligned to Adobe Illustrator, Adobe Photoshop, CorelDRAW, and Fashion Designing. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP1755,2025-09-21 16:13:05,Cloud Computing,Emoolar Technology Private Limited,Work from home,Immediately,"₹ 5,000 - 6,000 /month",3 Months,Not Available,"Amazon Web Services (AWS), Cloud Computing, Google Cloud Platforms (GCP), Microsoft Azure",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Cloud Computing internship is focused on professional work in the listed internship domain, with work aligned to Amazon Web Services (AWS), Cloud Computing, Google Cloud Platforms (GCP), and Microsoft Azure. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP2534,2025-09-27 22:55:35,SAP,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 30,000 /month",6 Months,31 Oct' 25,"Agile Methodology, Amazon Web Services (AWS), Data Extraction, Debugging, Microsoft Azure, SAP, Troubleshooting",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This SAP internship is focused on professional work in the listed internship domain, with work aligned to Agile Methodology, Amazon Web Services (AWS), Data Extraction, Debugging, Microsoft Azure, and SAP. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0279,2025-09-21 15:55:35,Performance Marketing,91 Ninjas Private Limited,Work from home,Immediately,"₹ 5,000 /month",6 Months,1 Oct' 25,"Google AdWords, Google Analytics, Google Tag Manager, MS-Excel, MS-PowerPoint",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Performance Marketing internship is focused on marketing and growth, with work aligned to Google AdWords, Google Analytics, Google Tag Manager, MS-Excel, and MS-PowerPoint. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1369,2025-09-21 16:10:12,Blockchain Development,Emoolar Technology Private Limited,Work from home,Immediately,"₹ 4,500 - 5,000 /month",3 Months,Not Available,"Blockchain, Ethereum",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Blockchain Development internship is focused on professional work in the listed internship domain, with work aligned to Blockchain and Ethereum. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP5087,2025-09-27 21:39:32,E-Commerce Marketing,Sam & Marshall Eyewear,Delhi,Immediately,"₹ 10,000 - 15,000 /month",6 Months,11 Oct' 25,"E-commerce, Marketing",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This E-Commerce Marketing internship is focused on marketing and growth, with work aligned to E-commerce and Marketing. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0153,2025-09-27 20:19:46,Relationship Trainee,Apvanam Solution,Delhi,Immediately,"₹ 10,700 - 17,000 /month",6 Months,25 Oct' 25,"Effective Communication, Marketing, Sales, Time Management",Undergraduate,"Certificate, Letter Of Recommendation","This Relationship Trainee internship is focused on professional work in the listed internship domain, with work aligned to Effective Communication, Marketing, Sales, and Time Management. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
