internship_id,posted_at,role,company,location,stipend,duration,deadline,skills,eligibility,perks,description,deadline_is_demo,domain,work_mode,internship_type,stipend_min,stipend_max,stipend_avg,duration_months,skills_list,start_type,start_date_raw
2026INT0106,2026-08-23 06:00:00,DevOps,NextGen Technologies,Noida,"₹ 10,000 /month",4 Months,2025-10-23,"Kubernetes, Jenkins, CI/CD, Linux",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This DevOps internship provides practical experience using Kubernetes, Jenkins, CI/CD, Linux.",True,Cloud Computing,Hybrid,Technical,10000.0,10000.0,10000.0,4.0,"['kubernetes', 'jenkins', 'ci/cd', 'linux']",Immediately,Immediately
2026INT0107,2026-08-24 09:00:00,Cloud Computing,Axiom Technologies,Mumbai,"₹ 12,000 /month",6 Months,2025-12-14,"Docker, Kubernetes, Terraform, AWS",Postgraduate,"Certificate, Letter Of Recommendation","This Cloud Computing internship provides practical experience using Docker, Kubernetes, Terraform, AWS.",True,Cloud Computing,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['docker', 'kubernetes', 'terraform', 'aws']",Immediately,Immediately
2026INT0108,2026-08-25 12:00:00,Cybersecurity,AppVerse,Hyderabad,"₹ 5,000 /month",2 Months,2025-12-31,"Networking, Nmap, Wireshark, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Cybersecurity internship provides practical experience using Networking, Nmap, Wireshark, Python.",True,Cyber Security,On-site,Technical,5000.0,5000.0,5000.0,2.0,"['networking', 'nmap', 'wireshark', 'python']",Within 30 days,Within 30 days
2026INT0109,2026-08-26 15:00:00,Android Development,ByteWorks,Chennai,"₹ 8,000 /month",3 Months,2025-10-31,"Android Studio, Android SDK, Firebase, Kotlin",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Android Development internship provides practical experience using Android Studio, Android SDK, Firebase, Kotlin.",True,Software Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['android studio', 'android sdk', 'firebase', 'kotlin']",Immediately,Immediately
2026INT0110,2026-08-27 18:00:00,iOS Development,CoreTech Systems,Pune,"₹ 10,000 /month",4 Months,2025-08-06,"Xcode, UIKit, Firebase, Swift",Postgraduate,"Certificate, Letter Of Recommendation","This iOS Development internship provides practical experience using Xcode, UIKit, Firebase, Swift.",True,Software Development,Hybrid,Technical,10000.0,10000.0,10000.0,4.0,"['xcode', 'uikit', 'firebase', 'swift']",Immediately,Immediately
2026INT0111,2026-08-28 21:00:00,Flutter Development,StackOrbit,Delhi,"₹ 12,000 /month",6 Months,2025-12-28,"Firebase, REST API, Git, Dart",Undergraduate,"Certificate, Letter Of Recommendation","This Flutter Development internship provides practical experience using Firebase, REST API, Git, Dart.",True,Software Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['firebase', 'rest api', 'git', 'dart']",Within 30 days,Within 30 days
2026INT0112,2026-08-01 00:00:00,React Native Development,CloudMatrix,Remote,"₹ 5,000 /month",2 Months,2025-08-21,"React Native, Firebase, REST API, JavaScript",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This React Native Development internship provides practical experience using React Native, Firebase, REST API, JavaScript.",True,Web Development,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['react native', 'firebase', 'rest api', 'javascript']",Immediately,Immediately
2026INT0113,2026-08-02 03:00:00,Embedded Systems,Nexora Labs,Bengaluru,"₹ 8,000 /month",3 Months,2025-09-05,"Arduino, ESP32, STM32, C",Postgraduate,"Certificate, Letter Of Recommendation","This Embedded Systems internship provides practical experience using Arduino, ESP32, STM32, C.",True,Software Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['arduino', 'esp32', 'stm32', 'c']",Immediately,Immediately
2026INT0114,2026-08-03 06:00:00,IoT Development,LogicLeaf,Noida,"₹ 10,000 /month",4 Months,2025-11-18,"Python, ESP32, MQTT, C",Undergraduate,"Certificate, Letter Of Recommendation","This IoT Development internship provides practical experience using Python, ESP32, MQTT, C.",True,Software Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['python', 'esp32', 'mqtt', 'c']",Within 30 days,Within 30 days
2026INT0115,2026-08-04 09:00:00,Robotics,DataForge,Mumbai,"₹ 12,000 /month",6 Months,2025-11-01,"ROS, OpenCV, Arduino, C++",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Robotics internship provides practical experience using ROS, OpenCV, Arduino, C++.",True,Software Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['ros', 'opencv', 'arduino', 'c++']",Immediately,Immediately
2026INT0116,2026-08-05 12:00:00,Game Development,AlgoWorks,Hyderabad,"₹ 5,000 /month",2 Months,2025-11-28,"Unity, Unreal Engine, Game Physics, C++",Postgraduate,"Certificate, Letter Of Recommendation","This Game Development internship provides practical experience using Unity, Unreal Engine, Game Physics, C++.",True,Software Development,Hybrid,Technical,5000.0,5000.0,5000.0,2.0,"['unity', 'unreal engine', 'game physics', 'c++']",Immediately,Immediately
2026INT0117,2026-08-06 15:00:00,Blockchain Development,TechBridge,Chennai,"₹ 8,000 /month",3 Months,2025-10-08,"Ethereum, Web3.js, Smart Contracts, Solidity",Undergraduate,"Certificate, Letter Of Recommendation","This Blockchain Development internship provides practical experience using Ethereum, Web3.js, Smart Contracts, Solidity.",True,Software Development,Hybrid,Technical,8000.0,8000.0,8000.0,3.0,"['ethereum', 'web3.js', 'smart contracts', 'solidity']",Within 30 days,Within 30 days
2026INT0118,2026-08-07 18:00:00,Software Testing,InnovateX Labs,Pune,"₹ 10,000 /month",4 Months,2025-10-03,"PyTest, API Testing, Automation Testing, Selenium",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Software Testing internship provides practical experience using PyTest, API Testing, Automation Testing, Selenium.",True,Software Development,Hybrid,Technical,10000.0,10000.0,10000.0,4.0,"['pytest', 'api testing', 'automation testing', 'selenium']",Immediately,Immediately
2026INT0119,2026-08-08 21:00:00,Database Engineering,CyberGrid,Delhi,"₹ 12,000 /month",6 Months,2025-08-18,"PostgreSQL, MongoDB, Redis, SQL",Postgraduate,"Certificate, Letter Of Recommendation","This Database Engineering internship provides practical experience using PostgreSQL, MongoDB, Redis, SQL.",True,Data Science,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['postgresql', 'mongodb', 'redis', 'sql']",Immediately,Immediately
2026INT0120,2026-08-09 00:00:00,VLSI Design,TechNova Solutions,Remote,"₹ 5,000 /month",2 Months,2025-12-03,"VHDL, FPGA, RTL Design, Verilog",Undergraduate,"Certificate, Letter Of Recommendation","This VLSI Design internship provides practical experience using VHDL, FPGA, RTL Design, Verilog.",True,Software Development,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['vhdl', 'fpga', 'rtl design', 'verilog']",Within 30 days,Within 30 days
2026INT0121,2026-08-10 03:00:00,System Programming,DevSphere,Bengaluru,"₹ 8,000 /month",3 Months,2025-09-15,"Linux, Bash, Operating Systems, C",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This System Programming internship provides practical experience using Linux, Bash, Operating Systems, C.",True,Software Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['linux', 'bash', 'operating systems', 'c']",Immediately,Immediately
2026INT0122,2026-08-11 06:00:00,Software Development,Visionary AI,Noida,"₹ 10,000 /month",4 Months,2025-08-13,"Python, OOP, Data Structures, C++",Postgraduate,"Certificate, Letter Of Recommendation","This Software Development internship provides practical experience using Python, OOP, Data Structures, C++.",True,Software Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['python', 'oop', 'data structures', 'c++']",Immediately,Immediately
2026INT0123,2026-08-12 09:00:00,UI/UX Design,CodeCraft Labs,Mumbai,"₹ 12,000 /month",6 Months,2025-12-26,"UX Design, Wireframing, Prototyping, Figma",Undergraduate,"Certificate, Letter Of Recommendation","This UI/UX Design internship provides practical experience using UX Design, Wireframing, Prototyping, Figma.",True,UI / UX,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['ux design', 'wireframing', 'prototyping', 'figma']",Within 30 days,Within 30 days
2026INT0124,2026-08-13 12:00:00,CAD Design,PixelStack,Hyderabad,"₹ 5,000 /month",2 Months,2025-11-21,"CATIA, 3D Modeling, CAD, AutoCAD",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This CAD Design internship provides practical experience using CATIA, 3D Modeling, CAD, AutoCAD.",True,Software Development,On-site,Technical,5000.0,5000.0,5000.0,2.0,"['catia', '3d modeling', 'cad', 'autocad']",Immediately,Immediately
2026INT0125,2026-08-14 15:00:00,Frontend Developer,QuantumSoft,Chennai,"₹ 8,000 /month",3 Months,2025-11-19,"JavaScript, React.js, TypeScript, HTML",Postgraduate,"Certificate, Letter Of Recommendation","This Frontend Developer internship provides practical experience using JavaScript, React.js, TypeScript, HTML.",True,Web Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['javascript', 'react.js', 'typescript', 'html']",Immediately,Immediately
2026INT0126,2026-08-15 18:00:00,Backend Developer,NextGen Technologies,Pune,"₹ 10,000 /month",4 Months,2025-12-10,"Express.js, REST API, SQL, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Backend Developer internship provides practical experience using Express.js, REST API, SQL, Python.",True,Web Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['express.js', 'rest api', 'sql', 'python']",Within 30 days,Within 30 days
2026INT0127,2026-08-16 21:00:00,Full Stack Developer,Axiom Technologies,Delhi,"₹ 12,000 /month",6 Months,2025-12-13,"JavaScript, React.js, Node.js, HTML",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Full Stack Developer internship provides practical experience using JavaScript, React.js, Node.js, HTML.",True,Web Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['javascript', 'react.js', 'node.js', 'html']",Immediately,Immediately
2026INT0128,2026-08-17 00:00:00,Machine Learning,AppVerse,Remote,"₹ 5,000 /month",2 Months,2025-12-26,"Pandas, Scikit-learn, Machine Learning, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Machine Learning internship provides practical experience using Pandas, Scikit-learn, Machine Learning, Python.",True,AI / Machine Learning,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['pandas', 'scikit-learn', 'machine learning', 'python']",Immediately,Immediately
2026INT0129,2026-08-18 03:00:00,Data Science,ByteWorks,Bengaluru,"₹ 8,000 /month",3 Months,2025-10-11,"NumPy, Scikit-learn, Statistics, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Data Science internship provides practical experience using NumPy, Scikit-learn, Statistics, Python.",True,Data Science,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['numpy', 'scikit-learn', 'statistics', 'python']",Within 30 days,Within 30 days
2026INT0130,2026-08-19 06:00:00,Data Analytics,CoreTech Systems,Noida,"₹ 10,000 /month",4 Months,2025-08-27,"Pandas, Power BI, Statistics, Python",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Data Analytics internship provides practical experience using Pandas, Power BI, Statistics, Python.",True,Data Science,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['pandas', 'power bi', 'statistics', 'python']",Immediately,Immediately
2026INT0131,2026-08-20 09:00:00,Artificial Intelligence,StackOrbit,Mumbai,"₹ 12,000 /month",6 Months,2025-09-12,"Deep Learning, NLP, Python, PyTorch, TensorFlow",Postgraduate,"Certificate, Letter Of Recommendation","This Artificial Intelligence internship provides practical experience using Deep Learning, NLP, Python, PyTorch, TensorFlow.",True,AI / Machine Learning,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['deep learning', 'nlp', 'python', 'pytorch', 'tensorflow']",Immediately,Immediately
2026INT0132,2026-08-21 12:00:00,Generative AI,CloudMatrix,Hyderabad,"₹ 5,000 /month",2 Months,2025-09-09,"Embeddings, Hugging Face, Python, LLM, RAG",Undergraduate,"Certificate, Letter Of Recommendation","This Generative AI internship provides practical experience using Embeddings, Hugging Face, Python, LLM, RAG.",True,AI / Machine Learning,Hybrid,Technical,5000.0,5000.0,5000.0,2.0,"['embeddings', 'hugging face', 'python', 'llm', 'rag']",Within 30 days,Within 30 days
2026INT0133,2026-08-22 15:00:00,NLP,Nexora Labs,Chennai,"₹ 8,000 /month",3 Months,2025-08-23,"Hugging Face, BERT, Python, NLP, Transformers",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This NLP internship provides practical experience using Hugging Face, BERT, Python, NLP, Transformers.",True,AI / Machine Learning,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['hugging face', 'bert', 'python', 'nlp', 'transformers']",Immediately,Immediately
2026INT0134,2026-08-23 18:00:00,Computer Vision,LogicLeaf,Pune,"₹ 10,000 /month",4 Months,2025-11-01,"YOLO, CNN, Python, OpenCV, PyTorch",Postgraduate,"Certificate, Letter Of Recommendation","This Computer Vision internship provides practical experience using YOLO, CNN, Python, OpenCV, PyTorch.",True,AI / Machine Learning,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['yolo', 'cnn', 'python', 'opencv', 'pytorch']",Immediately,Immediately
2026INT0135,2026-08-24 21:00:00,Deep Learning,DataForge,Delhi,"₹ 12,000 /month",6 Months,2025-12-18,"CNN, Transformers, Python, PyTorch, TensorFlow",Undergraduate,"Certificate, Letter Of Recommendation","This Deep Learning internship provides practical experience using CNN, Transformers, Python, PyTorch, TensorFlow.",True,AI / Machine Learning,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['cnn', 'transformers', 'python', 'pytorch', 'tensorflow']",Within 30 days,Within 30 days
2026INT0136,2026-08-25 00:00:00,Data Engineering,AlgoWorks,Remote,"₹ 5,000 /month",2 Months,2025-08-02,"Kafka, Airflow, Python, SQL, Apache Spark",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Data Engineering internship provides practical experience using Kafka, Airflow, Python, SQL, Apache Spark.",True,Data Science,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['kafka', 'airflow', 'python', 'sql', 'apache spark']",Immediately,Immediately
2026INT0137,2026-08-26 03:00:00,DevOps,TechBridge,Bengaluru,"₹ 8,000 /month",3 Months,2025-11-03,"Jenkins, CI/CD, Linux, Docker, Kubernetes",Postgraduate,"Certificate, Letter Of Recommendation","This DevOps internship provides practical experience using Jenkins, CI/CD, Linux, Docker, Kubernetes.",True,Cloud Computing,Hybrid,Technical,8000.0,8000.0,8000.0,3.0,"['jenkins', 'ci/cd', 'linux', 'docker', 'kubernetes']",Immediately,Immediately
2026INT0138,2026-08-27 06:00:00,Cloud Computing,InnovateX Labs,Noida,"₹ 10,000 /month",4 Months,2025-10-02,"Kubernetes, Terraform, AWS, Azure, Docker",Undergraduate,"Certificate, Letter Of Recommendation","This Cloud Computing internship provides practical experience using Kubernetes, Terraform, AWS, Azure, Docker.",True,Cloud Computing,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['kubernetes', 'terraform', 'aws', 'azure', 'docker']",Within 30 days,Within 30 days
2026INT0139,2026-08-28 09:00:00,Cybersecurity,CyberGrid,Mumbai,"₹ 12,000 /month",6 Months,2025-09-25,"Nmap, Wireshark, Python, Linux, Networking",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Cybersecurity internship provides practical experience using Nmap, Wireshark, Python, Linux, Networking.",True,Cyber Security,Hybrid,Technical,12000.0,12000.0,12000.0,6.0,"['nmap', 'wireshark', 'python', 'linux', 'networking']",Immediately,Immediately
2026INT0140,2026-08-01 12:00:00,Android Development,TechNova Solutions,Hyderabad,"₹ 5,000 /month",2 Months,2025-10-04,"Android SDK, Firebase, Kotlin, Java, Android Studio",Postgraduate,"Certificate, Letter Of Recommendation","This Android Development internship provides practical experience using Android SDK, Firebase, Kotlin, Java, Android Studio.",True,Software Development,On-site,Technical,5000.0,5000.0,5000.0,2.0,"['android sdk', 'firebase', 'kotlin', 'java', 'android studio']",Immediately,Immediately
2026INT0141,2026-08-02 15:00:00,iOS Development,DevSphere,Chennai,"₹ 8,000 /month",3 Months,2025-08-10,"UIKit, Firebase, Swift, SwiftUI, Xcode",Undergraduate,"Certificate, Letter Of Recommendation","This iOS Development internship provides practical experience using UIKit, Firebase, Swift, SwiftUI, Xcode.",True,Software Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['uikit', 'firebase', 'swift', 'swiftui', 'xcode']",Within 30 days,Within 30 days
2026INT0142,2026-08-03 18:00:00,Flutter Development,Visionary AI,Pune,"₹ 10,000 /month",4 Months,2025-09-19,"REST API, Git, Dart, Flutter, Firebase",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Flutter Development internship provides practical experience using REST API, Git, Dart, Flutter, Firebase.",True,Software Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['rest api', 'git', 'dart', 'flutter', 'firebase']",Immediately,Immediately
2026INT0143,2026-08-04 21:00:00,React Native Development,CodeCraft Labs,Delhi,"₹ 12,000 /month",6 Months,2025-09-06,"Firebase, REST API, JavaScript, TypeScript, React Native",Postgraduate,"Certificate, Letter Of Recommendation","This React Native Development internship provides practical experience using Firebase, REST API, JavaScript, TypeScript, React Native.",True,Web Development,Hybrid,Technical,12000.0,12000.0,12000.0,6.0,"['firebase', 'rest api', 'javascript', 'typescript', 'react native']",Immediately,Immediately
2026INT0144,2026-08-05 00:00:00,Embedded Systems,PixelStack,Remote,"₹ 5,000 /month",2 Months,2025-08-23,"ESP32, STM32, C, C++, Arduino",Undergraduate,"Certificate, Letter Of Recommendation","This Embedded Systems internship provides practical experience using ESP32, STM32, C, C++, Arduino.",True,Software Development,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['esp32', 'stm32', 'c', 'c++', 'arduino']",Within 30 days,Within 30 days
2026INT0145,2026-08-06 03:00:00,IoT Development,QuantumSoft,Bengaluru,"₹ 8,000 /month",3 Months,2025-10-06,"ESP32, MQTT, C, C++, Python",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This IoT Development internship provides practical experience using ESP32, MQTT, C, C++, Python.",True,Software Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['esp32', 'mqtt', 'c', 'c++', 'python']",Immediately,Immediately
2026INT0146,2026-08-07 06:00:00,Robotics,NextGen Technologies,Noida,"₹ 10,000 /month",4 Months,2025-11-16,"OpenCV, Arduino, C++, Python, ROS",Postgraduate,"Certificate, Letter Of Recommendation","This Robotics internship provides practical experience using OpenCV, Arduino, C++, Python, ROS.",True,Software Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['opencv', 'arduino', 'c++', 'python', 'ros']",Immediately,Immediately
2026INT0147,2026-08-08 09:00:00,Game Development,Axiom Technologies,Mumbai,"₹ 12,000 /month",6 Months,2025-11-24,"Unreal Engine, Game Physics, C++, C#, Unity",Undergraduate,"Certificate, Letter Of Recommendation","This Game Development internship provides practical experience using Unreal Engine, Game Physics, C++, C#, Unity.",True,Software Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['unreal engine', 'game physics', 'c++', 'c#', 'unity']",Within 30 days,Within 30 days
2026INT0148,2026-08-09 12:00:00,Blockchain Development,AppVerse,Hyderabad,"₹ 5,000 /month",2 Months,2025-10-22,"Web3.js, Smart Contracts, Solidity, JavaScript, Ethereum",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Blockchain Development internship provides practical experience using Web3.js, Smart Contracts, Solidity, JavaScript, Ethereum.",True,Software Development,On-site,Technical,5000.0,5000.0,5000.0,2.0,"['web3.js', 'smart contracts', 'solidity', 'javascript', 'ethereum']",Immediately,Immediately
2026INT0149,2026-08-10 15:00:00,Software Testing,ByteWorks,Chennai,"₹ 8,000 /month",3 Months,2025-09-15,"API Testing, Automation Testing, Selenium, Postman, PyTest",Postgraduate,"Certificate, Letter Of Recommendation","This Software Testing internship provides practical experience using API Testing, Automation Testing, Selenium, Postman, PyTest.",True,Software Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['api testing', 'automation testing', 'selenium', 'postman', 'pytest']",Immediately,Immediately
2026INT0150,2026-08-11 18:00:00,Database Engineering,CoreTech Systems,Pune,"₹ 10,000 /month",4 Months,2025-08-16,"MongoDB, Redis, SQL, MySQL, PostgreSQL",Undergraduate,"Certificate, Letter Of Recommendation","This Database Engineering internship provides practical experience using MongoDB, Redis, SQL, MySQL, PostgreSQL.",True,Data Science,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['mongodb', 'redis', 'sql', 'mysql', 'postgresql']",Within 30 days,Within 30 days
2026INT0151,2026-08-12 21:00:00,VLSI Design,StackOrbit,Delhi,"₹ 12,000 /month",6 Months,2025-09-16,"FPGA, RTL Design, Verilog, SystemVerilog, VHDL",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This VLSI Design internship provides practical experience using FPGA, RTL Design, Verilog, SystemVerilog, VHDL.",True,Software Development,Hybrid,Technical,12000.0,12000.0,12000.0,6.0,"['fpga', 'rtl design', 'verilog', 'systemverilog', 'vhdl']",Immediately,Immediately
2026INT0152,2026-08-13 00:00:00,System Programming,CloudMatrix,Remote,"₹ 5,000 /month",2 Months,2025-08-27,"Bash, Operating Systems, C, C++, Linux",Postgraduate,"Certificate, Letter Of Recommendation","This System Programming internship provides practical experience using Bash, Operating Systems, C, C++, Linux.",True,Software Development,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['bash', 'operating systems', 'c', 'c++', 'linux']",Immediately,Immediately
2026INT0153,2026-08-14 03:00:00,Software Development,Nexora Labs,Bengaluru,"₹ 8,000 /month",3 Months,2025-10-06,"OOP, Data Structures, C++, Java, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Software Development internship provides practical experience using OOP, Data Structures, C++, Java, Python.",True,Software Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['oop', 'data structures', 'c++', 'java', 'python']",Within 30 days,Within 30 days
2026INT0154,2026-08-15 06:00:00,UI/UX Design,LogicLeaf,Noida,"₹ 10,000 /month",4 Months,2025-10-26,"Wireframing, Prototyping, Figma, UI Design, UX Design",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This UI/UX Design internship provides practical experience using Wireframing, Prototyping, Figma, UI Design, UX Design.",True,UI / UX,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['wireframing', 'prototyping', 'figma', 'ui design', 'ux design']",Immediately,Immediately
2026INT0155,2026-08-16 09:00:00,CAD Design,DataForge,Mumbai,"₹ 12,000 /month",6 Months,2025-12-18,"3D Modeling, CAD, AutoCAD, SolidWorks, CATIA",Postgraduate,"Certificate, Letter Of Recommendation","This CAD Design internship provides practical experience using 3D Modeling, CAD, AutoCAD, SolidWorks, CATIA.",True,Software Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['3d modeling', 'cad', 'autocad', 'solidworks', 'catia']",Immediately,Immediately
2026INT0156,2026-08-17 12:00:00,Frontend Developer,AlgoWorks,Hyderabad,"₹ 5,000 /month",2 Months,2025-12-24,"React.js, TypeScript, HTML, CSS, JavaScript",Undergraduate,"Certificate, Letter Of Recommendation","This Frontend Developer internship provides practical experience using React.js, TypeScript, HTML, CSS, JavaScript.",True,Web Development,Hybrid,Technical,5000.0,5000.0,5000.0,2.0,"['react.js', 'typescript', 'html', 'css', 'javascript']",Within 30 days,Within 30 days
2026INT0157,2026-08-18 15:00:00,Backend Developer,TechBridge,Chennai,"₹ 8,000 /month",3 Months,2025-11-26,"REST API, SQL, Python, Node.js, Express.js",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Backend Developer internship provides practical experience using REST API, SQL, Python, Node.js, Express.js.",True,Web Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['rest api', 'sql', 'python', 'node.js', 'express.js']",Immediately,Immediately
2026INT0158,2026-08-19 18:00:00,Full Stack Developer,InnovateX Labs,Pune,"₹ 10,000 /month",4 Months,2025-09-03,"React.js, Node.js, HTML, CSS, JavaScript",Postgraduate,"Certificate, Letter Of Recommendation","This Full Stack Developer internship provides practical experience using React.js, Node.js, HTML, CSS, JavaScript.",True,Web Development,Hybrid,Technical,10000.0,10000.0,10000.0,4.0,"['react.js', 'node.js', 'html', 'css', 'javascript']",Immediately,Immediately
2026INT0159,2026-08-20 21:00:00,Machine Learning,CyberGrid,Delhi,"₹ 12,000 /month",6 Months,2025-12-01,"Scikit-learn, Machine Learning, Python, NumPy, Pandas",Undergraduate,"Certificate, Letter Of Recommendation","This Machine Learning internship provides practical experience using Scikit-learn, Machine Learning, Python, NumPy, Pandas.",True,AI / Machine Learning,Hybrid,Technical,12000.0,12000.0,12000.0,6.0,"['scikit-learn', 'machine learning', 'python', 'numpy', 'pandas']",Within 30 days,Within 30 days
2026INT0160,2026-08-21 00:00:00,Data Science,TechNova Solutions,Remote,"₹ 5,000 /month",2 Months,2025-11-01,"Scikit-learn, Statistics, Python, Pandas, NumPy",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Data Science internship provides practical experience using Scikit-learn, Statistics, Python, Pandas, NumPy.",True,Data Science,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['scikit-learn', 'statistics', 'python', 'pandas', 'numpy']",Immediately,Immediately
2026INT0161,2026-08-22 03:00:00,Data Analytics,DevSphere,Bengaluru,"₹ 8,000 /month",3 Months,2025-11-14,"Power BI, Statistics, Python, SQL, Pandas",Postgraduate,"Certificate, Letter Of Recommendation","This Data Analytics internship provides practical experience using Power BI, Statistics, Python, SQL, Pandas.",True,Data Science,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['power bi', 'statistics', 'python', 'sql', 'pandas']",Immediately,Immediately
2026INT0162,2026-08-23 06:00:00,Artificial Intelligence,Visionary AI,Noida,"₹ 10,000 /month",4 Months,2025-09-26,"NLP, Python, PyTorch, TensorFlow, Deep Learning",Undergraduate,"Certificate, Letter Of Recommendation","This Artificial Intelligence internship provides practical experience using NLP, Python, PyTorch, TensorFlow, Deep Learning.",True,AI / Machine Learning,Hybrid,Technical,10000.0,10000.0,10000.0,4.0,"['nlp', 'python', 'pytorch', 'tensorflow', 'deep learning']",Within 30 days,Within 30 days
2026INT0163,2026-08-24 09:00:00,Generative AI,CodeCraft Labs,Mumbai,"₹ 12,000 /month",6 Months,2025-10-13,"Hugging Face, Python, LLM, RAG, Embeddings",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Generative AI internship provides practical experience using Hugging Face, Python, LLM, RAG, Embeddings.",True,AI / Machine Learning,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['hugging face', 'python', 'llm', 'rag', 'embeddings']",Immediately,Immediately
2026INT0164,2026-08-25 12:00:00,NLP,PixelStack,Hyderabad,"₹ 5,000 /month",2 Months,2025-09-13,"BERT, Python, NLP, Transformers, Hugging Face",Postgraduate,"Certificate, Letter Of Recommendation","This NLP internship provides practical experience using BERT, Python, NLP, Transformers, Hugging Face.",True,AI / Machine Learning,On-site,Technical,5000.0,5000.0,5000.0,2.0,"['bert', 'python', 'nlp', 'transformers', 'hugging face']",Immediately,Immediately
2026INT0165,2026-08-26 15:00:00,Computer Vision,QuantumSoft,Chennai,"₹ 8,000 /month",3 Months,2025-10-12,"CNN, Python, OpenCV, PyTorch, YOLO",Undergraduate,"Certificate, Letter Of Recommendation","This Computer Vision internship provides practical experience using CNN, Python, OpenCV, PyTorch, YOLO.",True,AI / Machine Learning,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['cnn', 'python', 'opencv', 'pytorch', 'yolo']",Within 30 days,Within 30 days
2026INT0166,2026-08-27 18:00:00,Deep Learning,NextGen Technologies,Pune,"₹ 10,000 /month",4 Months,2025-10-17,"Transformers, Python, PyTorch, TensorFlow, CNN",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Deep Learning internship provides practical experience using Transformers, Python, PyTorch, TensorFlow, CNN.",True,AI / Machine Learning,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['transformers', 'python', 'pytorch', 'tensorflow', 'cnn']",Immediately,Immediately
